Period,Pressure,Speed,Temperature,Sound,Vibration
65,100.34,95.39,80.69,60.63,120.79
66,100.76,94.87,80.71,61.11,121.01
67,100.86,91.84,80.74,62.68,122.47
68,101.39,91.16,80.81,62.73,122.55
69,101.74,91.14,80.88,64.61,123.3
70,101.96,90.29,81.12,64.93,126.58
71,102.09,89.87,81.13,65.62,128.08
72,100,100,80,60,120
73,100.38,99.34,80.04,60.65,120.86
74,100.53,97.05,80.42,61.45,122.57
75,100.73,97,80.47,62.06,125.63
76,100.81,96.58,80.54,62.65,125.68
77,101.18,96,80.66,65.45,128.53
78,101.73,95.75,81.01,70.14,128.58
79,102.01,94.6,81.04,70.91,131.08
80,102.41,94.05,81.12,70.97,133.27
81,102.65,91.51,81.17,71.07,135.15
82,102.71,90.09,81.69,72.24,136.07
83,102.79,90.01,81.93,74.58,137.39
84,102.94,89.43,81.94,75.11,137.92
85,100,100,80,60,120
86,100.45,99.63,80.35,61.2,120.76
87,100.78,94.25,80.36,62.42,120.83
88,101.51,93.92,80.39,64.5,123.61
89,101.75,92.24,80.4,66.65,123.78
90,102.27,91.12,80.47,67.03,124.37
91,102.74,90.54,80.67,68.68,124.71
92,102.98,90.01,81.57,71.2,129.29
93,103.11,88.57,81.83,74.62,130.31
94,100,100,80,60,120
95,100.24,99.35,80.66,60.93,120.41
96,101.36,99.02,80.89,61.05,121.5
97,101.42,98.92,80.97,62.22,121.76
98,100,100,80,60,120
99,100.76,99.39,80.09,66.13,120.68
100,100.91,99.11,80.12,66.64,121.07
101,101.79,98.76,80.57,66.65,122.85
102,101.94,98.51,80.58,66.69,123.22
103,102.02,97.86,80.91,69.73,125.11
104,102.19,97.81,80.91,70.21,125.2
105,102.31,96.5,81.01,70.47,126.11
106,102.35,96.07,81.08,70.59,126.89
107,103.6,95.06,81.76,71.33,127.36
108,103.71,95.04,81.87,71.39,134.34
109,103.77,94.99,82.12,72.6,135.11
110,104.15,94.59,82.34,72.74,136.97
111,104.2,94.43,82.36,72.76,137.31
112,104.76,93.33,82.57,74.45,138.45
113,105.3,93.3,82.58,76.12,139.71
114,105.8,92.98,83.06,76.82,143.77
115,106.06,92.29,83.12,76.83,145.48
116,106.2,91.93,83.22,78.69,147.5
117,106.45,91.81,83.48,78.85,148.32
118,106.87,91.46,83.93,80.93,148.73
119,107.16,89.69,84.12,83.26,148.75
120,100,100,80,60,120
121,100.18,99.9,80.06,61.11,120.73
122,100.6,99.38,80.25,61.31,121.83
123,100.63,98.73,80.27,63.29,121.98
124,101.03,98.01,80.73,64.86,128.03
125,101.19,97.94,80.75,65.86,128.43
126,101.47,97.58,80.84,68.07,129.58
127,102.24,97.22,80.86,69.91,130.07
128,102.44,96.99,80.91,70.88,134.71
129,103.03,96.18,81.18,71.53,135.69
130,104.3,95.67,81.65,74.24,136.33
131,100,100,80,60,120
132,100.28,98.35,80.12,60.57,122.38
133,100.35,97.97,80.57,61.39,123.51
134,100.81,97.82,80.97,63.8,124.06
135,101.31,95.18,81.46,64.6,124.57
136,101.46,94.76,81.7,65.66,124.65
137,101.68,93.66,82.15,65.85,124.96
138,102.02,92.41,82.23,66.17,127.63
139,102.03,90.69,82.47,68.73,128.6
140,102.16,89.99,82.79,69.08,128.79
141,100,100,80,60,120
142,100.43,97.85,80.05,67.27,122.59
143,100.46,96.81,80.17,67.75,122.83
144,100.5,96.22,80.56,67.85,124.37
145,100.61,95.6,80.67,67.96,126.07
146,100,100,80,60,120
147,100.01,98.05,80.13,61.53,120.76
148,100.09,95.81,80.74,62.59,127.06
149,100.42,95.66,81.02,63.76,129.98
150,100.5,94.92,81.05,67.66,132.37
151,100.72,94.9,81.08,75.69,134.29
152,101.52,93.6,81.13,79.18,136.24
153,102.23,93.4,81.14,84.34,136.8
154,102.27,93.08,81.19,85.51,138.38
155,102.41,92.98,81.35,86.1,138.5
156,102.42,92.45,81.36,88.61,138.76
157,102.58,91.89,81.39,93.79,140.1
158,103.33,90.66,81.46,97.13,142.62
159,103.56,89.44,81.57,98.02,142.74
160,100,100,80,60,120
161,100.2,99.13,80.05,61.54,120.88
162,100.52,98.99,80.1,62.55,121.5
163,100.54,98.24,80.27,62.94,121.75
164,100.6,94.86,81.29,64.74,126.82
165,100.88,93.61,81.42,65.81,128.9
166,101.41,92.09,81.63,68.13,130.54
167,101.53,91.55,81.87,68.15,131.71
168,101.57,91.51,81.92,69.59,132.62
169,102.05,90.04,82.41,70.22,132.9
170,102.67,89.66,82.45,71.4,133.58
171,100,100,80,60,120
172,100.1,99.94,80.27,61.13,120.74
173,100.51,98.92,80.33,61.58,122.71
174,101.55,98.31,80.33,62.55,122.96
175,101.69,96.24,80.71,65.8,123.74
176,103.07,96.16,80.91,68.46,124.32
177,103.41,96.1,81.04,68.5,124.53
178,104.8,95.66,81.23,69.28,124.7
179,104.85,95.57,81.26,70.52,126.3
180,105.31,94.43,82.02,72.04,128.03
181,105.45,90.71,82.11,77.28,128.39
182,105.67,90.39,82.17,78.15,129.88
183,105.68,89.93,82.37,78.28,130.32
184,100,100,80,60,120
185,101.15,99.07,80.01,61.57,121.21
186,101.43,98.03,80.05,63.45,123.89
187,101.7,94.93,80.86,64.07,128.44
188,101.8,92.92,81.23,67.51,129.22
189,101.89,91.87,81.42,68.02,130.48
190,101.95,90.36,81.52,69.11,130.83
191,102.19,89.83,81.64,73.16,130.94
192,100,100,80,60,120
193,100.04,99.62,80.28,61.58,120.27
194,100.27,96.29,80.9,61.74,120.54
195,100.47,96.28,81.18,62.13,120.69
196,101.19,95.73,81.29,62.53,121.4
197,101.61,93.5,81.45,63.09,122.8
198,102.54,93.46,81.88,63.12,123.16
199,102.97,93.23,82.05,63.4,123.31
200,103.13,91.53,82.11,63.46,123.64
201,103.41,90.06,82.31,64.69,127.27
202,103.47,89.66,82.32,65.61,128
203,100,100,80,60,120
204,100.1,99.37,80.26,60.54,123.11
205,100.8,97.51,80.31,60.69,123.14
206,101.58,97.42,80.5,63.69,123.84
207,101.68,96.73,80.64,63.95,124.61
208,101.71,96.63,81.69,65.79,131.3
209,101.9,96.42,81.82,66.51,131.61
210,102.22,93.4,82.16,67.75,132.96
211,102.37,92.08,82.2,68.73,134.02
212,102.64,91.73,82.25,70.53,136.77
213,103.03,91.43,82.39,72.29,137.61
214,103.37,91.19,82.46,74.33,138.47
215,103.48,90.99,83.13,74.83,138.52
216,103.54,90.5,83.21,76.1,139.39
217,100,100,80,60,120
218,100.82,99.98,80.09,60.67,120.43
219,102.05,99.19,80.14,61.9,121.31
220,102.34,98.92,80.58,62.09,121.51
221,100,100,80,60,120
222,100.11,99.67,80.5,60.19,121.68
223,100.41,98.38,80.77,62.05,121.98
224,100.79,97.2,81.02,63.28,122.24
225,100.85,97.1,81.27,64.09,125.22
226,101.4,96.78,81.31,64.66,125.57
227,102.55,96.67,81.34,64.98,125.87
228,103.32,96.36,81.47,66.92,126.58
229,103.41,96.33,81.92,67.02,126.96
230,104.4,93.59,82.25,68.13,127.6
231,104.68,90.61,82.32,70.82,128.44
232,104.78,90.05,82.46,72.66,129.1
233,105.04,90,82.65,72.81,131.14
234,105.53,89.06,82.83,76.8,131.33
235,100,100,80,60,120
236,100.36,99.75,80.31,61.22,120.16
237,100.87,98.06,80.38,63.08,121.85
238,100.95,97.48,80.54,65.13,124.97
239,101.25,97.06,80.8,66.12,126.94
240,101.49,92.7,81.11,66.37,127.21
241,100,100,80,60,120
242,100.17,98.84,80.17,62.82,120.19
243,100.32,98.72,80.2,63.04,122.01
244,100.49,98.04,80.3,63.75,124.49
245,100.74,97.95,80.58,64.16,125.2
246,100.86,95.86,80.71,66.34,130.79
247,101.12,95.32,80.73,66.6,132.41
248,101.3,95.28,80.98,66.64,132.9
249,102.1,94.21,81,67.76,136.14
250,102.41,93.81,81.06,70.46,136.46
251,102.8,93.45,81.41,72.98,137.08
252,103.49,92.75,82.22,73.51,137.93
253,103.6,92.11,82.5,73.89,138.07
254,104.13,91.82,82.52,75.46,138.11
255,104.74,90.89,83.19,77.47,141.44
256,105.15,90.67,83.27,78.72,141.58
257,105.45,89.96,83.53,78.83,141.81
258,100,100,80,60,120
259,100,100,80,60,120
260,100.04,99.31,80.13,64.23,121.24
261,101.06,98.82,80.13,65.12,122.1
262,101.31,98.41,80.2,67.32,122.52
263,101.47,98.26,80.46,69.09,123.32
264,101.66,95.23,80.82,69.34,126.28
265,101.7,94.54,81.07,69.77,128.38
266,101.72,92.26,81.58,70.12,128.54
267,101.97,92.04,81.71,74.39,128.56
268,102.59,91.55,81.78,75.63,129.64
269,102.61,91.3,81.89,76.75,130.7
270,100,100,80,60,120
271,100.31,98.65,80.65,60.11,120.45
272,100.87,98.56,80.93,60.93,121.36
273,100.96,98.51,81.28,61.03,124.43
274,101.01,98.37,81.37,62.04,124.73
275,101.65,98.26,81.44,62.32,131.14
276,101.74,98.08,81.57,65.09,131.36
277,101.76,97.1,81.65,66.16,134.29
278,101.8,93.88,82.07,66.5,134.83
279,102.55,91.66,82.2,66.87,136.88
280,102.57,91.55,82.43,68.14,137.69
281,102.72,90.95,82.77,68.67,139.84
282,103.04,90.68,82.86,68.85,140.02
283,103.44,89.52,82.86,68.97,140.18
284,100,100,80,60,120
285,100.65,99.65,80.03,65.57,120.9
286,100.7,99.57,80.09,66.1,123.33
287,101.31,98.6,80.43,71.98,123.42
288,101.39,97.72,80.46,72.8,124.71
289,101.46,97.08,80.56,73.54,126.28
290,101.62,95.27,80.57,76.19,126.69
291,102.18,92.95,80.72,79.96,127.45
292,102.67,92.49,80.81,80.85,127.8
293,103.32,92.31,80.84,84.43,131.13
294,104.42,89.32,80.88,85.73,132.14
295,100,100,80,60,120
296,100.53,99.41,80.02,60.32,120.9
297,100.69,98.79,80.05,60.93,121.16
298,100.84,98,80.12,62.36,121.3
299,101.33,96.48,80.33,63.63,121.98
300,101.51,94.97,80.59,63.7,122.05
301,101.64,94.97,80.6,64.41,122.75
302,101.79,94.54,80.66,64.75,123.79
303,101.8,93.42,80.79,64.91,124.82
304,102.12,93.17,80.93,66.07,127.89
305,102.44,92.57,81.72,68.97,129.31
306,102.6,90.37,81.74,69.13,129.77
307,102.63,89.88,81.79,72.56,132.17
308,100,100,80,60,120
309,100.41,99.27,80.33,60.11,120.35
310,100.52,99.25,80.43,61.41,123.3
311,101.11,99.11,80.59,62.07,123.32
312,101.68,98.31,81.23,62.49,123.94
313,101.92,97.95,81.41,67.42,126.2
314,102.12,97.91,81.41,67.69,127.63
315,103.16,97.65,81.73,69.96,129.17
316,103.61,97.58,81.87,72.1,129.92
317,104.37,94.45,82.07,73.27,130.16
318,104.85,94.38,82.1,73.67,130.33
319,105,92.47,82.15,76.11,130.69
320,105.25,91.14,82.18,76.2,131.36
321,105.97,90.89,82.41,76.66,131.52
322,107.54,88.95,82.95,78.88,131.59
323,100,100,80,60,120
324,100.72,99.29,80.16,60.58,121.12
325,101.12,99.01,80.43,61.11,122.14
326,101.17,95.65,80.66,62.33,122.2
327,101.48,94.88,80.75,64.23,122.71
328,101.67,94.82,80.82,65.44,122.88
329,101.95,94.74,80.96,68.26,123.54
330,102.29,94.4,81.01,69.08,123.58
331,102.71,94.05,81.02,70.63,124.13
332,103.45,93.85,81.26,70.89,124.29
333,103.66,93.06,81.27,71.49,124.64
334,103.81,92.87,81.35,72.11,125.57
335,104.47,92.71,81.94,72.86,127.21
336,104.56,92.24,82.35,76.61,127.88
337,104.56,92,82.88,81.94,128.11
338,104.67,91.85,82.89,82.27,128.21
339,105.25,88.56,83.14,82.79,128.6
340,100,100,80,60,120
341,100.79,99.84,80.12,60.32,120.27
342,100.92,99.09,80.21,60.86,120.68
343,101.56,98.93,80.32,62.67,121.27
344,101.67,98.65,80.59,64.53,122.22
345,101.72,97.63,80.99,64.62,123.77
346,102.58,95.88,81.33,65,127.43
347,103.66,95.68,81.36,65.03,128.37
348,103.82,94.99,81.37,65.96,129.04
349,104.09,93.06,81.37,66.95,129.87
350,104.28,91.83,81.78,68.12,131.72
351,104.34,90.94,81.91,69.15,132.58
352,104.36,90.64,82.32,69.48,134.9
353,104.52,89.58,82.39,69.84,138.92
354,100,100,80,60,120
355,100.94,99.75,80.32,61.65,120.56
356,101.28,99.29,80.46,61.98,120.93
357,101.97,98.87,80.61,63.42,120.96
358,102.73,97.87,80.66,64.44,121.01
359,103.19,97.51,80.75,64.56,124.55
360,103.38,96.5,80.81,65.41,125.31
361,103.72,96.39,80.89,66.08,125.79
362,104.58,96.21,81.21,66.43,128.76
363,104.74,95.53,81.26,69.94,129.82
364,104.76,94.98,81.54,70.74,131.64
365,105.24,94.9,81.57,72.77,131.68
366,105.38,94.15,82.02,74.87,133.32
367,105.4,93.87,82.05,76.04,135.16
368,106.44,93.31,82.08,77.89,138.38
369,106.56,91.62,82.33,78.65,140.18
370,106.57,90.36,82.93,80.64,144.55
371,107.4,89.95,83.06,85,144.84
372,100,100,80,60,120
373,100.09,98.83,80.19,60.21,120.65
374,100.22,97.85,80.3,66.12,120.71
375,100.9,96.82,80.32,66.73,121.99
376,101.19,94.18,80.36,68.43,125.95
377,100,100,80,60,120
378,100.23,98.93,80.05,66.13,120.79
379,100.35,98.57,80.21,66.56,121.89
380,101.35,98.52,80.34,66.59,122.36
381,101.64,98.41,80.42,68.05,122.98
382,103.33,98.12,80.68,68.17,123.42
383,103.56,97.36,80.74,71.48,123.67
384,103.91,96.46,80.92,71.73,124.46
385,104.48,94.64,80.96,72.1,127.8
386,104.73,93.95,81.3,76.52,130.22
387,106.12,93.17,81.52,76.56,130.82
388,106.8,93.16,82.1,76.59,131.69
389,107.52,89.71,82.14,76.98,134.27
390,100,100,80,60,120
391,100.02,97.21,80.13,60.88,120.05
392,100.86,97.14,80.17,61.14,120.42
393,101.04,96.55,80.29,61.95,122.12
394,101.78,96.03,80.47,62.33,122.61
395,101.98,95.82,80.5,62.77,123.2
396,102.66,95.82,81,63.61,123.34
397,102.87,95.2,81.61,65.48,126.8
398,102.91,94.88,81.69,66.53,127.91
399,103.32,94.57,81.69,66.54,128.96
400,105.46,93.16,81.71,66.7,130.57
401,105.69,92.45,81.73,66.9,130.68
402,105.73,92.04,81.94,68.47,132.06
403,106.29,90.58,82.58,68.73,132.61
404,106.31,89.66,83.05,70.5,134.06
405,100,100,80,60,120
406,100.47,98.06,80.14,61.89,121.47
407,100.52,97.99,80.48,61.95,123.76
408,100.62,96.59,80.82,63.16,124.43
409,100.71,95.47,81.05,63.46,124.84
410,101.15,94.73,81.15,65.74,127.47
411,101.23,94.37,81.58,67.83,128.98
412,101.28,93.17,82.55,68.27,129.82
413,102.29,93.04,82.85,69.17,131
414,102.92,91.77,82.88,73.35,132.27
415,103.08,91.71,82.91,73.81,132.99
416,103.12,89.85,83.12,73.83,133.56
417,100,100,80,60,120
418,100.39,99.41,80.2,61.13,120.27
419,100.99,99.08,80.26,61.62,120.35
420,101.63,98.69,80.42,62.63,122.34
421,101.67,96.58,80.44,62.92,122.46
422,102.12,96.19,80.76,63.07,125.78
423,102.36,95.34,80.84,64.15,126.09
424,102.46,94.09,80.85,64.36,129.04
425,102.54,93.81,81.03,65.78,129.37
426,102.92,92.17,81.17,66.93,129.83
427,103.27,91.89,81.25,69.63,131.56
428,103.32,91.69,81.38,70.4,133.55
429,103.51,91.44,81.45,70.84,134.23
430,103.52,90.21,81.66,72.07,139.36
431,103.55,88.94,81.73,72.2,140.27
432,100,100,80,60,120
433,100.2,99.27,80.39,62.5,121.36
434,100.77,97.13,80.44,63.21,124.83
435,100.81,96.79,80.64,64.47,125.52
436,101.1,96.44,80.8,64.67,125.55
437,101.37,95.49,80.81,66.39,127.61
438,101.95,95.42,81.27,66.55,130.29
439,102.91,95.29,81.35,67.57,134.89
440,103.16,91.92,81.38,67.84,141.1
441,104.25,91.31,81.49,70.17,142.15
442,104.28,88.53,82.13,71.99,146.5
443,100,100,80,60,120
444,101.11,99.93,80.36,62.43,121.25
445,101.2,99.48,80.57,62.71,122.54
446,101.48,95.29,80.65,63.2,127.9
447,102.03,94.91,80.97,63.43,128.3
448,102.07,93.25,80.99,64.47,129.51
449,102.24,93.14,81.87,65.59,129.56
450,102.25,92.05,82.13,67.36,129.66
451,102.42,90.2,82.41,67.48,130.29
452,103.32,89.66,82.51,67.55,131.28
453,100,100,80,60,120
454,100,99.66,80.6,60.81,120.14
455,100.06,98.59,80.67,61.95,120.87
456,100.3,94.53,80.91,62.2,122.18
457,100.33,93.74,81.17,63.02,122.5
458,100.34,90.65,81.23,63.33,123.78
459,100.36,90.59,81.23,64.05,124.55
460,101.26,90.03,81.51,64.69,124.6
461,101.71,89.9,81.53,65.68,125.42
462,100,100,80,60,120
463,100,100,80,60,120
464,100.77,98.78,80.21,60.88,120.87
465,101.36,98.62,80.29,61.12,126.57
466,101.94,98.59,80.37,61.47,126.69
467,102.16,97.36,80.41,61.56,127.7
468,102.48,97.19,80.43,62.01,128.93
469,102.78,96.64,80.47,62.78,130.02
470,102.78,96.62,80.62,63.7,130.66
471,103.22,94.95,80.73,64.31,132.05
472,103.33,94.88,80.78,65.38,132.74
473,103.45,94.79,80.82,65.81,135.48
474,104.08,94.06,80.96,68.34,135.69
475,104.39,93.05,81.29,70.12,135.89
476,105.06,92.17,81.44,70.67,136.38
477,105.32,90.64,81.65,71.65,136.71
478,105.33,88.18,81.75,72.51,140.89
479,100,100,80,60,120
480,100.4,99.67,80.09,60.46,121.12
481,100.64,99.52,80.39,60.65,122.84
482,101.02,99.32,80.58,62.03,124.24
483,101.03,99.16,80.7,64.13,125.51
484,101.18,99.04,81.31,65.18,126.75
485,103.5,98.38,81.44,65.73,127.2
486,104.12,97.07,81.74,69.99,133.09
487,104.18,96.3,81.78,71.81,135.81
488,104.87,95.5,81.78,74.11,136.84
489,105.37,95.1,81.81,74.24,138.05
490,105.78,94.75,82.11,75.16,138.56
491,106.89,94.5,82.11,75.88,138.68
492,107.12,94.21,82.8,77.62,139.5
493,107.12,93.34,82.85,77.81,141.54
494,107.55,92.08,83.05,78,141.67
495,107.65,91.37,83.64,78.12,142.89
496,107.86,90.16,84,78.87,146.58
497,108.07,89.98,84.04,79.13,146.78
498,100,100,80,60,120
499,100.43,99.03,80.19,60.96,120.4
500,100.53,99,80.34,61.34,121.88
501,101.29,98.45,80.43,65.48,122.44
502,101.36,96.97,80.43,66.38,123.85
503,102,96.75,81.34,68.31,123.87
504,102.01,96.43,81.37,68.75,127.17
505,102.18,92.52,81.7,71.67,127.5
506,102.72,91.24,81.88,73.25,127.56
507,103.03,90.3,81.96,74.12,129.12
508,103.41,89.62,81.96,74.99,129.31
509,100,100,80,60,120
510,100.1,97.52,80.2,60.28,121.19
511,100.45,97.23,80.21,61.39,121.27
512,100.68,96.94,80.33,65.46,122.2
513,100.89,96.37,80.46,66.43,126.84
514,101.06,96.36,80.69,67.6,128.25
515,101.09,96.11,80.95,67.81,128.74
516,101.19,94.6,81.42,67.97,129.53
517,101.24,94.5,81.66,68.07,130.31
518,101.3,93.73,81.76,70.61,131.36
519,101.88,92.45,81.85,70.72,131.47
520,101.98,92.01,82.01,70.74,132.92
521,103.22,91.58,82.34,73.73,138.09
522,103.41,90.93,82.43,75.41,140.32
523,103.76,89.35,82.45,75.63,141.35
524,100,100,80,60,120
525,100.14,99.33,80.09,60.27,121.66
526,101.48,97.98,80.12,62.04,122.19
527,101.68,97.79,80.3,63.99,123.18
528,102.26,97.65,80.45,65.48,123.34
529,102.37,94.62,81.4,65.89,125.88
530,102.92,94.27,81.45,69.45,126.81
531,104.25,93.39,81.56,70.05,127.6
532,104.78,93.13,81.81,72.37,129.37
533,104.86,93.13,81.98,74.23,129.77
534,105,92.89,82.01,77.93,131.83
535,105.16,92.11,82.81,78.09,131.95
536,105.7,90.91,83.21,78.47,132.25
537,106.23,89.36,83.36,85.05,132.51
538,100,100,80,60,120
539,100.1,99.58,80.16,60.47,120.58
540,100.8,99.58,80.25,61.66,120.66
541,100.82,99.23,80.38,63.24,123.09
542,101.81,99.18,80.42,63.45,123.3
543,102.52,98.91,80.51,65.35,124.38
544,102.67,98.72,80.75,68.93,124.68
545,102.86,98.25,80.76,71.64,125.5
546,102.9,97.86,81.01,72.41,125.86
547,103.05,95.7,81.57,72.89,128.19
548,103.24,95.48,81.58,73.2,129.81
549,104.12,95.13,81.6,73.75,131.85
550,104.39,94.42,81.65,75.11,134.59
551,104.5,94.3,81.8,76.23,140.25
552,104.64,92.43,81.87,77.56,141.21
553,105.07,92.15,82.17,78.55,146.24
554,105.1,91.96,82.46,79.04,146.88
555,105.28,91.07,82.73,86.73,148.18
556,105.66,90.1,82.85,88.25,148.44
557,106.2,89.79,82.9,88.52,149.51
558,100,100,80,60,120
559,100.13,99.97,80.1,60.47,120.69
560,100.16,99.5,80.13,63.35,121.69
561,100.32,94.78,80.63,63.62,122.04
562,100.39,94.6,81.24,63.96,122.65
563,100.67,94.15,81.39,64.48,123.35
564,100.98,92.14,81.4,64.49,123.55
565,101.28,91.4,81.85,65.81,128.1
566,101.54,89.08,82.22,69.28,128.53
567,100,100,80,60,120
568,100.7,98.3,80.12,60.03,120.1
569,101.47,95.07,80.14,63.47,121.03
570,102.01,94.95,80.78,64.96,121.54
571,102.07,94.33,81.15,66.01,121.8
572,102.16,94.19,81.25,66.09,123.65
573,102.88,93.79,81.41,66.11,125.64
574,103.04,90.09,81.85,68.3,125.68
575,103.33,88.9,81.89,70.3,126.02
576,100,100,80,60,120
577,100.24,99.79,80.25,60.36,121.5
578,100.69,98.71,80.32,60.84,125.36
579,100.99,97.05,80.78,64.77,125.37
580,101.11,96.56,81.17,66.25,127.02
581,102.97,95.52,81.5,66.64,127.1
582,103.14,95.21,81.78,66.92,127.47
583,103.27,95.1,81.94,66.96,128.26
584,103.72,95.09,81.96,69.77,129.47
585,104.6,94.89,82.23,70.51,131.28
586,105.67,94.81,82.3,71.51,132.26
587,105.85,92.13,82.36,73.35,132.46
588,106.37,90.07,82.54,73.46,133.16
589,106.69,89.79,82.68,73.56,133.51
590,100,100,80,60,120
591,100.09,99.4,80.19,60.85,120.47
592,100.4,99.16,80.24,62.8,121.18
593,100.57,99.09,80.28,63.63,122.11
594,101.22,97.88,80.31,65.02,122.92
595,101.74,94.45,80.57,65.26,122.99
596,101.75,94.36,80.71,66.44,126.64
597,101.94,94.35,80.75,66.47,128.31
598,102.2,93.72,80.96,70.53,132.9
599,102.25,93.24,81.05,71.49,133.66
600,102.82,93.07,81.18,72.19,136.64
601,102.84,92.04,81.23,73.75,138.56
602,102.92,91.12,81.36,74.52,139.58
603,103.21,90.91,81.39,75.27,140.82
604,103.94,90.79,82.37,76.29,141.84
605,104.69,90.61,82.66,77.47,143.09
606,104.82,90.34,82.73,78.38,144.14
607,105.31,89.12,82.73,78.57,145.11
608,100,100,80,60,120
609,100.35,99.57,80.46,60.67,120.15
610,101.15,99.53,80.5,64.61,121.57
611,101.15,98.79,80.54,66.97,122.34
612,101.41,98.29,80.58,66.97,123.82
613,101.46,96.83,81.08,67.1,125.22
614,101.47,96.51,81.29,68.05,126.88
615,101.55,96.38,81.5,70.12,126.91
616,102.06,94.91,81.7,71.5,127.22
617,102.13,93.51,81.75,73.82,127.32
618,103.04,92.66,81.79,74.3,129.85
619,103.55,90.95,81.9,75.37,130.86
620,103.56,90.91,81.98,76.09,131.34
621,104.07,90.28,82.03,77.34,131.7
622,104.11,89.55,82.09,77.76,131.84
623,100,100,80,60,120
624,100.16,99.79,80.06,60.01,123.8
625,100.52,99.49,80.13,61.18,128.98
626,100.52,99.47,80.57,62.19,130.99
627,101,98.2,80.77,62.86,131.17
628,101.21,98.05,81.17,63.68,132.3
629,102.09,98.04,81.35,64.93,135.14
630,103.45,97.5,81.35,65.6,135.61
631,103.73,97.36,81.43,66.25,136.6
632,104.19,97.2,81.62,68,136.67
633,104.2,92.99,81.99,68.34,136.72
634,104.32,92.97,82.17,69.94,138.74
635,104.58,92.82,82.6,71.41,140.84
636,105.03,91.46,82.65,72.08,141.37
637,105.09,90.75,82.7,72.93,144.54
638,105.88,89.89,82.87,73.28,146.39
639,100,100,80,60,120
640,100.46,99.43,80.47,60.63,120.95
641,101.53,98.98,80.48,60.78,121.38
642,101.7,97.85,80.52,62,121.75
643,101.79,97.84,80.58,64.12,122.17
644,102.47,97.6,80.61,65.92,123.2
645,102.97,96.74,80.77,66.17,123.21
646,103.3,95.53,80.82,67.94,123.65
647,103.48,95.26,81.05,69.3,125
648,103.72,94.86,81.37,70.64,126.52
649,103.81,94.62,81.76,70.71,126.77
650,103.91,94.06,82.05,71.18,127.22
651,104.03,93.65,82.17,71.18,127.27
652,104.33,93.5,82.23,71.41,128.17
653,104.65,92.51,82.47,72.56,128.48
654,105.14,90.52,82.93,73.04,129.05
655,105.24,89.48,83.4,73.41,129.24
656,100,100,80,60,120
657,100.43,98.93,80.19,63.29,120.57
658,100.47,97.73,80.21,63.67,122.27
659,100.98,97.25,80.35,66.08,123.21
660,101.25,97.24,80.64,66.96,123.43
661,101.32,96.16,80.64,69.66,125
